"date","date2","Overall UK ONS CPIH","Overall UK Micro CPI","London","South East","South West","East of England","East Midlands","West Midlands","Yorkshire and the Humber","North West","North East","Wales","Scotland","Northern Ireland"
199901,1999-01-01,2,1.51944818605119,1.59847739263494,1.706827847223,1.61223534988459,1.36775393008528,1.38644647515522,1.39129211806652,1.66321656241879,1.65642107609494,1.65159671049004,0.912207035627088,0.851135434195593,1.7971177340566
199902,1999-02-01,1.9,1.19757965760439,1.56995558993536,1.27110384450222,1.12163001398708,1.45291893168471,1.17021344245338,1.35980151502155,1.24714114710391,1.58343924485216,1.44466260000731,0.474289392430149,0.582819922152766,0.923182854489668
199903,1999-03-01,2.1,1.69631639776415,2.00206116184458,1.86397996925987,1.87072725373052,2.15347398697134,1.82631791913972,1.70271025685069,1.59841182052842,2.11722145281799,1.75755869210359,0.988356268826562,1.11176802953377,0.907442112529155
199904,1999-04-01,2,1.43491369181614,1.57759011851306,1.47995826425342,1.64220463914351,1.28311265891359,1.57370918976598,1.56245024798083,1.59595810392335,1.67253115918382,1.69347896348828,0.80911379754387,1.0201167416557,0.816240685097314
199905,1999-05-01,1.7,1.20749883191442,1.39167972370482,1.26760019474235,1.49304314052512,1.08458551323127,1.33732676173033,1.38402870630268,1.25276090718713,1.31242806060705,1.45894597719642,0.617248270100079,0.810323583828554,0.546408701382561
199906,1999-06-01,1.8,1.32549033104961,1.29956380221248,1.41105411536502,1.58771461639684,1.51373785487348,1.68012879917128,1.36212291188555,1.21882557099884,1.53423197441909,1.56514298888339,0.805398034704408,1.06809918677915,0.594958425309544
199907,1999-07-01,1.7,1.32292056403278,1.50583645326507,1.48288010672055,1.39554633159091,1.19546374868953,1.47153782594793,1.28267985548574,1.16133949718709,1.40990985706146,1.73114023210066,0.820679448682693,1.2385003885701,1.10078548719534
199908,1999-08-01,1.6,1.35439937979811,1.69959382368308,1.4591130959491,1.36872937524188,1.20769607719953,1.32233906845047,1.3309395535084,1.22194095357731,1.62820360549438,1.90885544325725,0.644080867448782,1.1457564324272,1.59110367662816
199909,1999-09-01,1.6,1.38774929472847,1.59947319994498,1.57942596669944,1.45286283698902,1.47722274080238,1.48289907710855,1.32632515007682,1.337971612802,1.66473158609581,1.86564350517109,0.685677976275567,1.19226649797248,1.44947370695006
199910,1999-10-01,1.5,1.27566343966692,1.57628323353181,1.60976973743183,1.4955306041033,1.14892326634763,1.40788085999703,1.02483239677857,1.20351720551151,1.52774618402163,1.55803644835986,0.621155197439771,1.00517154151456,1.50476466106588
199911,1999-11-01,1.5,1.29772898572675,1.57260421415224,1.52682707315526,1.6228541032743,1.07294103282565,1.53512046904321,1.11936380803974,1.25892187593384,1.70467879496941,1.68770272296905,0.874782256005524,1.07748081486143,1.61165376706718
199912,1999-12-01,1.5,1.29529215097279,1.61072581214026,1.44023566908462,1.39445896502823,1.11136474140272,1.67494991292167,1.09339987789052,1.22803920832069,1.52089353593536,1.78253870014877,1.30996919363391,1.32417942065766,1.19909435045324
200001,2000-01-01,1.2,0.626713462734441,1.17579352794124,0.889405320415637,0.808904198572957,0.322757362024428,1.24302169867572,0.500872656890139,0.432568795686183,0.83447156795029,0.542024365629046,0.42593295665172,0.408456878447683,0.224208698207273
200002,2000-02-01,1.2,0.973686191136913,1.45108526029332,1.29261526377382,1.19116147845859,0.352590022747612,1.29468898181633,0.494840274104558,0.292365487683877,0.711024012403194,0.19794162486495,0.597326811606957,0.639418479219533,0.743761498235673
